ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L;Price;Stars/5;#ratings;Reviews;Description
0688175716;Strange but True;John Searles;2004;William Morrow;http://images.amazon.com/images/P/0688175716.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0688175716.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0688175716.01.LZZZZZZZ.jpg;₹880.00;4.4;240;"['Given as a gift and was much enjoyed.', ""Great read good insights to Scotland's historic past 👏"", 'Still reading this, but am  hooked on the content. B']";This book contains hundreds of ‘strange but true’ stories about Scottish history. Arranged into a miniature history of Scotland, and with bizarre and hilarious true tales for every era, it will delight anyone with an interest in Scotland’s past.  Read more
0671042505;The Last Chance Cafe : A Novel;Linda Lael Miller;2002;Atria;http://images.amazon.com/images/P/0671042505.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671042505.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671042505.01.LZZZZZZZ.jpg;₹1,752.00;4.5;233;"['I enjoyed this book very much.  It had some twists and turns that kept me interested. If you want a thriller with a bit of the human touch and the story of success of a single mom winning the battle of a tough set of circumstances read this as a break from the normal criminal story line.', ""I found the story riveting and didn't want it to end. I Also enjoy reading Linda lael miller and will be reading more of her books"", ""Oh my word this was a sweet romantic story!! Almost near the end of the story Chance is gunned down suddenly and unexpectedly. Totally not what I thought would happen to the hero. But then the heroine leaves him during his recovery and doesn't come back for 6months harsh? You bet! It kept me reading right through the night. It was her fault he got shot then she feels the need to go back to her old life and leaves him in a bad way. Not sure I liked that part but it ended just nice.""]";From New York Times bestselling author Linda Lael Miller—and “the finest in western romance” (RT Book Reviews)—comes a moving and passionate tale of one single mother’s journey to protect her daughters—and her heart.While fleeing from her ex-husband with her two young daughters, Hallie finds herself trapped in a sudden and violent blizzard with a broken-down truck. With nowhere else to turn, she and her daughters seek shelter in a roadside diner. She has no idea that this will set off a chain of events that will change her life forever or that the handsome rancher she meets there will shake
0743205413;The Summer of My Greek Taverna : A Memoir;Tom Stone;2002;"Simon &amp; Schuster";http://images.amazon.com/images/P/0743205413.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743205413.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743205413.01.LZZZZZZZ.jpg;₹1,373.00;4.3;59;"['I\'ve read several travel stories along these lines but this one takes a lot of perseverance compared with the others. Obviously it\'s all about personal preference but I didn\'t find this a relaxing, easy read with the humour these book normally have. The back cover points the reader to the author\'s website which ""is unavailable or may not exist"", so no help there!', 'A. Summer read', 'I did enjoy this book.  Well written and informative to. I have recently purchased a paperback copy for my friend to read.  I would recommend it and if you like Greece you will enjoy reading this book.']";The humorous and sometimes bittersweet story of a man in love with a place, a woman and a dream - part memoir, part travelogue with recipes - for fans of Frances Mayes and Peter Mayle.  Read more
0966482018;The Eleanor Roosevelt Girls;Bonnie Bluh;1999;Lyre-Bird Books;http://images.amazon.com/images/P/0966482018.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0966482018.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0966482018.01.LZZZZZZZ.jpg;₹2,515.66;5.0;1;['This was a great read and I would recommend it to anyone.  The book also came quickly and was priced reasonable too.'];From Bonnie Bluh comes the story of Julia and Mallory, two friends from Sunnyside Queens. When they are twelve they form a club called the Eleanor Roosevelt Girls. Its members are neighborhood girls, Catholics and Jews. In weekly meetings they share their dreams and hopes for the futures. They grow up. Julia and Mallory head for Manhattan and the glittering worlds of literature and fashion. Other members go off in different directions. Then, something unexpected happens that changes their lives, forcing them into a series of dangerous and heroic acts. A novel of courage and friendship spanning over a half
0312104472;Dancing in the Dark;Donald Thomas;1994;St Martins Pr;http://images.amazon.com/images/P/0312104472.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312104472.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312104472.01.LZZZZZZZ.jpg;₹470.00;4.5;140;"[""Knausgard is tremendously honest. He bares all the demons, inconsistencies, failings and holds them up for us to share. I am not sure if I sympathise with Karl Ove throughout the series or whether I see everyman in his thoughts and actions. I am certain that his books are compelling, imbued with the authentic touch of a man who has sifted his actions and wants them to be weighed.Of the four books I have read thus far, this is the most interesting. Dealing with his first experiences as a teacher at the age of 18, Northern Norway and its social claustrophobia are as much a character as anyone. I have spoken to my friends about these books. On many counts they are books that I wouldn't/shouldn't enjoy, that I should put down in boredom - the fact that everyday actions or indeed inactions are so fascinating is almost entirely allied to the fine prose style and honesty I mentioned earlier. I thoroughy recommend this novel and it's predecessors."", 'Knausgaard\'s trademark is the feeling that he\'s writing about the reader\'s youth as much as his own, and this book is no exception. He\'s a real craftsman in his writing (hats off also to the translator) but, as always, the narrative is a bit on the slow side. Now, a while after reading all the ""My Struggle"" books, I have difficulty remembering which bits came from which books.', 'Quite the most gloriously self- indulgent yet engaging books I have ever read. The author really captures the growing pains and agonies of a growing adolescent 18 y o and in his first job (as a teacher).Knausgaard describes those agonies very well, especially the self-enveloping urge to drink vast quantities of alcohol, then the sexual encounters that were over rather too quickly for the partners in question!']";very Goods Condition Book  Read more
1551667533;Recipes For Easy Living;Curtiss Ann Matlock;2003;Mira;http://images.amazon.com/images/P/1551667533.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1551667533.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1551667533.01.LZZZZZZZ.jpg;₹2,251.00;4.6;446;['Not only does this cookbook have tons of amazing easy to follow delicious recipes there is also a wealth of nutritional info and shopping list and meal plans which I didn’t expect.Highly recommend if you want to cook simple nutritious meals from scratch for your family.', 'This book is both nutritionally informative and has great healthy recipes. As a mother I am finding the meals quick and easy, yet delicious and healthy. So glad I found this book!', 'Just what I wanted, quick delivery, would use again'];"A compilation of 200 simple, delicious recipes using all-natural ingredients; meal plans; time-saving tips; and advice that will take the guesswork out of dinner, from the creator of the popular Wellness Mama website. With six kids, a popular blog, and no free time, Katie Wells, knows firsthand how difficult it is to cook a healthy, homemade dinner every night. Faced with her own health challenges, and also concerned about the frightening statistics on the future health of her children’s generation, Katie began to evaluate the foods she was eating and feeding to her family. She became determined to find a way"
0553802240;The Secret Hour;LUANNE RICE;2003;Bantam;http://images.amazon.com/images/P/0553802240.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553802240.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553802240.01.LZZZZZZZ.jpg;₹100.00;4.6;2,515;"[""I could not put this book down. Everything was left in my house! I thought the way that Santa Montefiore had pulled the last story of the Deverill's together was totally amazing. She has the most wonderful way of involving one in her stories. I think she has a tremendous talent for writing. I loved how Faye became so involved in the story of her heritage. I was so sad when I had to finish the book.  I am just thinking, after a couple of weeks since I finished the book of reading it all again. Fascinating and a wonderful read Santa."", 'The books acts as a stand alone novel but having read the Deverill trilogy I think it proved more interesting. I would recommend to anyone buying this to read the trilogy first. The books are extremely well written and captivating.Santa Montefiore is an excellent writer and a very clever author. The story lines are complex but interesting.', 'Please please Ms Montefiore, take your nose out of the book of ridiculous names! Let’s have some ordinary ones for a change.Arethusa? Yuk. And then you go and call your characters by names starting with the same initial which further confuses. Apart from the gripe a good story even if a touch far fetched. Not her best but worth a read nonetheless.']";The enchanting novel from Sunday Times bestselling author Santa MontefioreMy curiosity is aroused. I realise, to my shame, that I know nothing about my mother, nothing at all... nothing of her growing up, of the struggles and hardships she endures. I know nothing of her parents, her siblings, and of her home. My mother is gone. And there is no one left to tell her story.   Determined to fulfil her mother’s last wish, Faye travels to the picturesque village of Ballinakelly to scatter her ashes on the hills overlooking the sea in a remote corner of Ireland. In searching for answers
0345423291;What We Keep : A Novel (Ballantine Reader's Circle);Elizabeth Berg;1999;Ballantine Books;http://images.amazon.com/images/P/0345423291.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345423291.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345423291.01.LZZZZZZZ.jpg;₹1,230.00;4.3;227;"['really enjoyed this story', ""I have never read a book by this author. She was recommended to me by a friend - but not this book specifically. I wasn't sure which book of hers to try out, then I saw this was about mothers/daughters. So I chose it.The author writes with authority - meaning she seems to know the subject matter well. What she has to say via her characters feels authentic and real. I like her descriptions of people, places and things. Not too much - but not glossed over either. Just enough to make you feel like you can see these folks in the flesh and where they live.Much of the story is about a woman who is flying on a plane to go see her sister and mother. She's going to go visit a mother she's been estranged from for many years. During her flight she has plenty of time to think about the past and why she has certain feelings about her mother. There are some of us out here in the world that have very close relationships with our mothers - or had that when they were alive.Yet, many of us, did not have a great relationship. Maybe it was strained for many reasons. Maybe our mother just didn't live up to our expectations. Or perhaps she made repeated mistakes or one huge mistake. Whatever, it was, it effects a daughter for the rest of her life. Especially if one does not work hard to fix the relationship.I like the fact that this book has a solid ending. Nothing is left to the imagination. You don't have to fill in the blanks. A pet peeve of mine is when authors leave things unfinished. I know that's a writing technique that's kind of popular now days. But I don't find it satisfying. When a book ends, it should end with no strings dangling, in my opinion. A start, and a finish. Unless there's going to be a series...then that's different.The reason I enjoyed this book was that I could easily related to it. The relationship between the 2 sisters was realistic. In fact that was the best part and the main theme of the story. How they got along as children and the mutual experiences they had together that made for a lasting bond and friendship.  Their questions and their guesses as to what happened to their parents. Then years later they learn some things that they, as children, were not aware of - things that were important & would've made a difference in how they felt had they known.I don't like doing spoilers - so I'm not going to tell you this happened or that happened or they had a neighbor who was like this. Don't ruin it for yourself by reading other reviews that tell you so much about the book in that way. Just read it and have some surprises along the way.I read this directly after reading Mary Trump's book about the president. Which was totally different. That's what I like to do. If I read a long technical or boring book, then I like to follow it up with a story that's light hearted and fun or just anything that's opposite of what I read before.  For me, this was an easy read where you didn't have to use deep thinking or analysis. It's wasn't overly emotional. Although, it may stir up some feelings if you've had similar issues within your own family.I now will continue to read more from this author and will look forward to her other books Thank you for allowing me to write a review on Amazon."", ""Nancy Berg's review of this book is ludicrous. There is nothing plodding nor predicable in this novel. Elizabeth Berg knows human nature well and knows how to deftly present it.This is one of the best novels I've read this year, and I'm probably at about 75 or so by now. I can imagine that some modern women may not be able to relate to the fact that once upon a time it wasn't so easy for women who were talented to channel that energy into anything other than marriage and raising children. I guess that might have been the plodding part for Nancy Pearl. Well, once upon a time, there were not a lot of options, and Berg does a fabulous job of defining those times and what the constraints of those times did.""]";Do you ever really know your mother, your daughter, the people in your family? In this rich and rewarding new novel by the beloved bestselling author of Talk Before Sleep and The Pull of the Moon, a reunion between two sisters and their mother reveals how the secrets and complexities of the past have shaped the lives of the women in a family. Ginny Young is on a plane, en route to see her mother, whom she hasn't seen or spoken to for thirty-five years.   She thinks back to the summer of 1958, when she and her sister, Sharla, were
0515132020;Heaven and Earth (Three Sisters Island Trilogy);Nora Roberts;2003;Jove Books;http://images.amazon.com/images/P/0515132020.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg;₹1,128.00;4.7;2,464;['Nothing new', 'Should have read the actual story details, sent this to my Mum( in a bit of a hurry tbh)  who couldnt listen to them, far too spooky for her. Sure the stories maybe good for those who enjoy this kind of thing, witches/witchcraft/reincarnation etc. I quickly scanned the details and saw words like magical etc & thought it was a romance lol!! Not so & not for Mum sadly. My mistake :(', 'Was really looking forward to listening to this trilogy. So little is available to buy as Audio CDs, and even more so as unabridged. Despite the details listed, when this arrived, on the back of the disc case was the word ABRIDGED. Amazon have been excellent about providing a full refund on return - at their expense - the the CDs, but what a disappointment.'];All three novels from #1 bestseller Nora Roberts' Three Sisters Island Trilogy together in one collectionWhen Nell Channing arrives on charming Three Sisters Island, she believes that shes finally found refuge from her abusive husbandand from the terrifying life she fled so desperately eight months ago. But even in this quiet, peaceful place, Nell never feels entirely at ease. Careful to conceal her true identity, she takes a job as a cook at the local bookstore caféand begins to explore her feelings for the island sheriff, Zack Todd. But there is a part of herself she can never reveal to
0375405046;Nobrow: The Culture of Marketing-The Marketing of Culture;John Seabrook;2000;Alfred A. Knopf;http://images.amazon.com/images/P/0375405046.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375405046.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375405046.01.LZZZZZZZ.jpg;₹1,165.00;4.5;11;"['This book is not as interesting as it sounds. The author has a single  insight which he strings out over several hundred pages of gloriously  self-indulgent prose.The book sounded intriguing, so I bought it. The  basic idea was interesting so I started to read it. The writing was facile  and fluent, so I kept on reading, hoping to find something in it besides  self-indulgent reflections on popular culture and how cool the author is to  be on the ""inside"".I believe that MTV has some kind of deep  meaning, but this book\'s discussion of it fails to uncover that meaning. I  suppose there is something new to say about Tina Brown and the New Yorker  -- this book fails to say it.This book holds the promise of explaining  what the convolutions of the New yorker in recent years mean as a parable  of the changing cultural mores. However, and sadly, it fails to deliver on  its promise, and in the end is a self-indulgent memoir of one man\'s odessey  through popular culture.Not really bad, this book is primarily a  disappointment.', 'wonderful book--especially insightful if you read the new yorker', ""The book was not tarnished or ugly looking at all and the process of getting the book wasn't long at all.Good job Amazon.""]";From John Seabrook, one of our most incisive and amusing cultural critics, comes Nobrow, a fascinatingly original look at the radical convergence of marketing and culture.In the old days, highbrow was elite and unique and lowbrow was commercial and mass-produced. Those distinctions have been eradicated by a new cultural landscape where “good” means popular, where artists show their work at K-Mart, Titantic becomes a bestselling classical album, and Roseanne Barr guest edits The New Yorker: in short, a culture of Nobrow. Combining social commentary, memoir, and profiles of the potentates and purveyors of pop culture–entertainment mogul David Geffen, MTV President
0141390972;Who Was the Man in the Iron Mask?: And Other Historical Enigmas (Penguin Classic History S.);Hugh Ross Williamson;2002;Penguin Books;http://images.amazon.com/images/P/0141390972.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0141390972.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0141390972.01.LZZZZZZZ.jpg;₹7,775.00;4.4;3;"['Really interesting read. Informative behind the scenes history.', '[Warning] This penguin reprint book has been originally published as ""Historical Enigmas"" in 1974, and before that, partly as ""Historical Whodunits"" (1955) and ""Enigmas of History"" (1957).  Beware before buying it.The new title ""Who Was the Man in the Iron Mask"" is misleading, so let me correct it.  The writer Hugh Ross Williamson, prolific novelist and historian (and many others), has written this interesting book about English history, in which he explores the scandals and gossips such as the speculated identity of the father of Elizabeth I, or the murderers of the princes in the Tower.  So, the book is mainly about the history of England, not France.The contents are: 1.History and the Writer 2.The Death of William Rufus 3.The Princes in the Tower 4.The Identity of Perkin Warbeck 5.The Parentage of Queen Elizabeth I 6.The Murder of Amy Robsart 7.Holyrood and Kirk o\'Field 8.The Gowrie Conspiracy 9.The Gunpowder Plot10.The Murder of Sir Thomas Overbury11.The Poisoning of King James I12.The Assassination of Colonel Rainsborough13.The Executioner of King Charles I14.The Campden Wonder15.The Mystery of James de la Cloche16.The Man in the Iron Mask17.The Murder of Sir Edmund Berry Godfrey18.The Innocence of Sir John Fenwick19.The Appin Murder20.The Diamond Necklace21.The Wives of King George IV(Chap.1 is a rather preachy introduction you can skip over.  Chap. 3 is indirectly about Richard III; Chap.16 is of course about the mysterious man in Dumas\' famous novel (or DiCaprio\'s movie), and the proposed theory is certainly unique.  Chap.19 concerns partly RL Stevenson\'s classic novel ""Kidnapped""; and Chap.20 deals with the interesting case about the necklace which accelerated the downfall of Marie Antoinette, recently made into a picture starring Hilary Swank.)And don\'t be wrong here.  Williamson postulates, but never insists.  Like many books on the truths of, say, Jack the Ripper, he shows many intriuging aspects of many well-known episodes in English history, but some people, especially academic historians, would find the book too clever.  To his credit, Williamson, who seems to heartily dislike ""textbook history"" and ""historical propagandas,"" does not offer any conclusive theories about these matters.  He just suggests, but to some, too strongly.It is true, however, that there were scandals and rumors surrounding these cases above, and people are still intrigued by the enigmas in history.  And like the tantalizing questions such as ""Who shot down the Red Baron?"" or ""What ever happened to the still missing author of ""The Devil\'s Dictionary,"" the answers will never be revealed.  This conclusion, Hugh Ross Williamson is, and all of us are, ready to accept.Some complaints about this reprint.  As there is no introduction attached to the text, we don\'t know whether or not new information has been unearthed since the original publication of the book.  We need the opinions from the thrid party, hopefully from historians, but we are left alone to judge the authenticity of the book.  (And this complaint goes to this Penguin Classic History series in general.)I know I cannot use the book in history class in school, but still I find it very interesting.  But I also know that I am no historian.  Read it as a detective\'s dossier.']";Who was Elizabeth I's father? Did Buckingham poison James I? Who was The Man in the Iron Mask? Who was King Charles I's executioner? Using the techniques of modern detection, the author has re-evaluated the evidence, alert to the distortions of contemporary and more recent propaganda. He has worked out probabilities in the light of character and motive, carefully never contradicting known facts, and has come up with answers that are both controversial and stimulating. Was Elizabeth I an accessory to the murder of Amy Robsart? Could Queen Victoria's accession have been delayed had Queen Caroline's trial revealed more? This
0385317042;My Sister's Bones;CATHI HANAUER;1997;Dell;http://images.amazon.com/images/P/0385317042.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385317042.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385317042.01.LZZZZZZZ.jpg;₹198.00;4.3;490;['Beautifully woven plot! Kept me glued!', 'A good casual read, but quite implausible at times. Too many deep issues handled too much on the surface.', 'Not that thrilling'];'RIVALS THE GIRL ON THE TRAIN AS A COMPULSIVE READ' The Guardian If you can't trust your sister, then who can you trust? Kate Rafter has spent her life running from her past. But when her mother dies, she's forced to return to Herne Bay - a place her sister Sally never left. But something isn't right in the old family home. On her first night Kate is woken by terrifying screams. And then she sees a shadowy figure in the garden... Who is crying for help? What does it have to do with Kate's past? And why does no
0393029875;My Sisters Keeper: Learning to Cope With a Sibling's Mental Illness;Margaret Moorman;1992;"W W Norton &amp; Co Inc";http://images.amazon.com/images/P/0393029875.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393029875.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0393029875.01.LZZZZZZZ.jpg;₹1,343.00;5.0;6;['Thank you.', 'Margaret Moorman does a fantastic job of describing the kind of life families of the mentally ill have to face!', 'Great deal'];"When Margaret Moorman's older sister, Sally, was first hospitalized with schizophrenia in 1959, her family denied the truth to neighbors, friends-and even themselves. Not until thirty years later, when their mother's death made her Sally's sole caretaker, did Margaret face the truth. In this poignant memoir, she tells the brave story of her struggle to come to grips with the legacy of her sister's devastating disease, its effect on her own life and on her entire family. Candid, moving, and ultimately healing, My Sister's Keeper is a heartwarming story about two sisters and their love for one another. ""As gripping"
0743243315;Brick Lane : A Novel;Monica Ali;2004;Scribner;http://images.amazon.com/images/P/0743243315.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743243315.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743243315.01.LZZZZZZZ.jpg;₹1,373.00;4.1;1,283;"[""Warning: Stop reading this review now if you are a reader who likes stories that are plot-heavy with a constant forward momentum hurtling towards an explosive climax!The style of this book is quite the opposite, in fact. It delves into the psyche of woman who has been uprooted from her natural surroundings and thrust into a world and a life not of her choosing.Brick Lane is the story about Nazneen, a young woman from a village in Bangladesh married off to a man in the UK who is much older than herself. This is the story of Nazneen's journey of self-discovery in which she goes from being a naive immigrant housewife resigned to her fate, to a woman determined to live her life and raise her family on her own terms and attaining financial independence in the process. In a nutshell, it is the quintessential tale of 'finding your feet' albeit one told from a perspective that is conspicuously absent from modern literary fiction. I would also like to warn all potential readers not to make the mistake of taking this work of fiction to be an authoritative source on the experiences of the Bangladeshi and/or the minority diaspora in the UK. If you want to learn about that, I would recommend you to take up a case study by sociologists and anthropologists. The dominant issues tackled in this book are: the immigrant experience in the UK (specifically that of a young village girl), infidelity, culture-clash, racial tensions and generation-gap.The themes explored are universal ones although the story specifically deals with a Bangladeshi homemaker whose entire existence revolves around nurturing and caring for her family. People from the West might be appalled and balk at the life of a woman from the Third World.  Indeed, some might even make the argument that the lives of the women described in the book are nothing but glorified slavery. But this is a life-affirming story where people overcome the hand that they've been dealt by life and fight to provide for a better future for their children. Isn't this the reason why most people migrate to the West and the First World in the first place?Some of the themes explored by the book are fate, destiny, fatalism, the nature of relationships between man and wife, mother and children, family and neighbours, the feelings of rootlessness experienced by immigrants, drug-addiction, friendship, religious identity, and so forth."", ""Now I am not read this book ...but this book looking very nice . I'm excited for read this book ."", 'The book is really good.The story tells us about the journey of a young village girl from a village to London.It is very engrossing and holds us spellbound.Her metamorphosis from a shy girl to a bold women is incredible.']";
0743407059;The First Time;Joy Fielding;2000;Atria;http://images.amazon.com/images/P/0743407059.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743407059.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743407059.01.LZZZZZZZ.jpg;₹384.77;4.6;1,376;"['A perfect book for aspiring managers. Easy to understand content with good examples.', 'The best book to start with. Practically answers every possible question one might have at the beginning of a new role. Loved it!', ""for me  the way it was described did not go well with me. so couldn't relate. Will prefer hard copy reading.""]";The trusted management classic and go-to guide for anyone facing new responsibilities as a first-time manager, revised and updated to address modern management challenges. The jump from star employee to new manager is bigger than most people realize-with opportunities to fail at every step. stumbling your way through isn't an option. Learn to conquer every challenge like a pro with the clear, candid advice in the first-time manager. For nearly four decades, this trusted guide has brought newcomers up to speed on the nitty-gritty realities of managing people. Leading meetings, hiring employees, motivating others, actively listening, staying calm under pressure,
0452283280;Sister Noon;Karen Joy Fowler;2002;Plume Books;http://images.amazon.com/images/P/0452283280.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0452283280.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452283280.01.LZZZZZZZ.jpg;₹196.00;3.2;33;"[""It is not very often I stop reading a book because it has bored me to tears, but this one was one. I don't even know what it was about and wasn't interested enough to continue to find out."", ""Really wanted it to be as good as her 'We are all completely..' However, I was disappointed.  Saying that, a good idea for a story, interesting opening and shows that she is a multi-faceted writer."", ""Couldn't wait for this to arrive, am only part way through as yet but enjoying it.""]";"<p>;Words were invented so lies could be told; Mary Ellen Pleasant</p><p>San Francisco in the 1890s is a town of contradictions, home to a respectable middle class, but with the Wild West lingering in the imagination, and even the behaviour, of some residents. Lizzie Hayes, a seemingly docile, middle-aged spinster, is praised for her volunteer work with the Ladies; Relief and Protection Society Home, or the Brown Ark. She doesn;t know it, but she;s waiting for the spark that will liberate her from convention. </p><p>When the wealthy and well-connected but ill-reputed Mary Ellen Pleasant shows up at the Brown Ark with"
0743407083;Grand Avenue;Joy Fielding;2002;Pocket Star;http://images.amazon.com/images/P/0743407083.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743407083.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743407083.01.LZZZZZZZ.jpg;₹1,109.00;4.3;51;"[""Ms. Fielding adopted her literary mom de plume from Henry Fielding, the great satirist and more significantly, writer of perfect, picaresque novels. While Grand Avenue is not quite picaresque, it pays homage to the form by presenting the reader with an ambitious number of twists, turns, plots and sub-plots. JF's ambition pays off and then some. As if by magic, she is able to keep four major narratives in the air, while tossing in at least four more that are smaller, yet equally significant. A feminist novel in the accessible-yet-profound manner of Mary McCarthy's The Group, GA addresses women's issues, often frightening (battery and rape) and heart-breaking (infidelity, the plague that is breast/ovarian cancer) while ceding the point that even within close, supportive groups, like this GOP, friction and betrayal often lies. As with every one of her books, and her oeuvre is impressively large, GA is compulsive reading. It is also her best novel, filled with crisp, funny, sharp language, utter candour and exact and exacting realism. Her deft management of the plot/s showcases her often-undervalued literary talent, and ultimately, and I am thinking of its conclusion, it is a book that will move you (unless you are cynical or dead) to tears without pandering or relying on tried and true formulae. The last scene is so beautiful, so breathtakingly clever in its management of concluding a book of this magnitude, that it is nothing short of an artistic marvel. I confess to adoring this writer so much that I read her book for people with rather serious learning disabilities, and I quite liked it. Proof I.d read anything she writes, yes, but it is her hard and unparalleled work that engendered this addiction. Stunning novel."", 'Das Buch stammt aus der Zeit, in der Joy Fielding eher Romane als Thriller schrieb. ""Grand Avenue"" verbindet meisterlich beides: die berührende Geschichte einer Freundschaft zwischen vier durchweg unterschiedlichen Frauen über mehrere Jahre hinweg. Auf der anderen Seite ist diese Geschichte verwoben mit einem entsetzlichen Verbrechen, auf das die Frauen, jede entsprechend ihres Charakters, anders reagieren und so dramatische Entwicklungen herbeiführen. Ich habe das Buch schon mehrmals gelesen (auch als Paperback) und bin immer wieder gefesselt. Es ist durchweg empfehlenswert, auch, weil es einer der letzten Romane ist, in denen Joy Fielding ihr ganzes Können zeigt.', 'Great']";The bonds of friendship between four women--Chris, Barbara, Susan, and Vicki--have endured for twenty years, sustaining them through marriage, motherhood, and the challenges of life, until a devastating betrayal threatens to tear them apart forever, in a remarkable portrait of friendship, love, and hidden secrets. 120,000 first printing.  Read more
0446533041;Good Grief : A Novel;Lolly Winston;2004;Warner Books;http://images.amazon.com/images/P/0446533041.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446533041.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446533041.01.LZZZZZZZ.jpg;₹1,062.00;4.4;148;['Thirty six year old Sophie is now a widow after losing her husband to cancer. We follow her on her journey into a new life and all the grief which goes with it.Strangely, I didn’t connect with Sophie. I didn’t find this very genuine and it all just felt a bit flat.', 'I read the book because it was there but I would not recommend it to a friend.I was sick in bed over Xmas and new year so I read it then.', 'Was not what I expected.  This is more a testimonial. I wanted something different.'];A brilliantly funny and heartwarming debut about a young woman who stumbles, then fights to build a new life after the death of her husband. The perfect book for anyone who has ever been heartbroken, lost someone they loved, or eaten too many Oreos.Thirty-six-year-old Sophie Stanton wants to be a good widow—a graceful, composed, Jackie Kennedy kind of widow. Alas, she’s been drowning her sorrows in ice cream and showing up to work in her bunny slippers and bathrobe. Determined to start over, she moves to Ashland, Oregon, where she finds herself in the middle of a darkly madcap adventure
0375413278;Rapture;SUSAN MINOT;2002;Knopf;http://images.amazon.com/images/P/0375413278.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375413278.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375413278.01.LZZZZZZZ.jpg;₹2,972.00;4.5;7;['Lucid narrative and exquisite illustrations make this a worthy addition to any collection of archival information on the textile traditions and evolution of decorative art motif .'];This book celebrates India’s spectacular textile art. It takes the reader on a visual odyssey spanning 500 years, tracing the images created on cloth for India’s magnificent courts and temples, as well as for more distant but not less discerning patrons in Europe and Asia. It showcases the motifs and colours of some of the most remarkable Indian textiles to have survived from the past. Several of these have never been published before, and some appeared in textile books and journals so many decades ago that they are now nearly unknown. At a time when specialist studies have confined the
0393029603;The Book of Embraces;Eduardo H. Galeano;1991;"W W Norton &amp; Co Inc";http://images.amazon.com/images/P/0393029603.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393029603.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0393029603.01.LZZZZZZZ.jpg;₹1,704.00;4.6;78;['Great edition and good translation!', 'All good!', 'This book is passionate, brilliant, and full of mystical realism. All of the short vignettes come together for a magnificent whole. Galeano is a master of the art of story.'];"Eduardo Galeano's is considered a passionate literary voice. In ""The Book of Embraces"", he employs parable and paradox, anecdote and dream, and fragments of autobiography to construct a passionate, ironic and joyful world view. The world reveals itself in a multiplicity of voices; what emerges is a brief for love, friendship, courage, perseverance and imagination. Galeano also wrote ""Memory of Fire"".  Read more"
0380005239;Go Ask Alice (Avon/Flare Book);James Jennings;1991;Avon Books;http://images.amazon.com/images/P/0380005239.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380005239.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380005239.01.LZZZZZZZ.jpg;₹2,746.72;4.5;3,109;['Describes the way a teen feels in this phase of life. Explains their conditions to the parents and guardians too! I think it will help many mend their ways and live  beeter life in future!', 'good', 'very good book...good delivery ......overall satisfied !!!!'];A fifteen-year-old drug user chronicles her daily struggle to escape the pull of the drug world.  Read more
